nationality	time_on_page	layer	adapted_to_nationality	avatar_pictures_shown	manipulation_lev	stories_read	stories_read_dichotomized	stories_rated	stories_rated_dichotomized	comments_written	comments_written_dichotomized	stories_written	stories_written_dichotomized	avatars_clicked	avatars_clicked_dichotomized	newsletter	registered	photo
MX	40.0	dialect	FALSE	TRUE	dialect_es_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	21.0	all	TRUE	TRUE	all_mx_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	116.0	dialect	TRUE	TRUE	dialect_mx_without_avatars	0	FALSE	1	TRUE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
ES	10.0	symbols	FALSE	TRUE	symbols_mx_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	10.0	dialect	FALSE	TRUE	dialect_es_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	40.0	ugc	NEUTRAL	TRUE	ugc_ne_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	104.0	ugc	TRUE	TRUE	ugc_mx_without_avatars	0	FALSE	1	TRUE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	12.0	symbols	NEUTRAL	TRUE	symbols_ne_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	70.0	symbols	TRUE	TRUE	symbols_mx_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	11.0	dialect	TRUE	TRUE	dialect_mx_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	60.0	ugc	TRUE	TRUE	ugc_mx_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	12.0	symbols	FALSE	TRUE	symbols_es_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	NA	dialect	NEUTRAL	TRUE	dialect_ne_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	60.0	dialect	TRUE	TRUE	dialect_mx_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	497.0	ugc	TRUE	TRUE	ugc_mx_without_avatars	0	FALSE	0	FALSE	0	FALSE	1	TRUE	0	FALSE	FALSE	FALSE	FALSE
MX	39.0	dialect	FALSE	TRUE	dialect_es_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	9.0	all	TRUE	TRUE	all_mx_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	20.0	ugc	FALSE	TRUE	ugc_es_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	369.0	dialect	NEUTRAL	TRUE	dialect_ne_without_avatars	1	TRUE	0	FALSE	2	TRUE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	72.0	symbols	NEUTRAL	TRUE	symbols_ne_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	9.0	ugc	FALSE	TRUE	ugc_es_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	20.0	ugc	FALSE	TRUE	ugc_es_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	50.0	dialect	TRUE	TRUE	dialect_mx_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	20.0	ugc	TRUE	TRUE	ugc_mx_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	70.0	ugc	TRUE	TRUE	ugc_mx_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	10.0	dialect	TRUE	TRUE	dialect_mx_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	50.0	dialect	FALSE	TRUE	dialect_es_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	70.0	symbols	FALSE	TRUE	symbols_es_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	279.0	ugc	FALSE	TRUE	ugc_es_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	60.0	symbols	NEUTRAL	TRUE	symbols_ne_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	NA	dialect	TRUE	TRUE	dialect_mx_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
ES	10.0	ugc	TRUE	TRUE	ugc_es_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	10.0	ugc	FALSE	TRUE	ugc_es_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	17.0	ugc	FALSE	TRUE	ugc_es_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	118.0	symbols	FALSE	TRUE	symbols_es_without_avatars	1	TRUE	1	TRUE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	19.0	symbols	FALSE	TRUE	symbols_es_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	9.0	ugc	NEUTRAL	TRUE	ugc_ne_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	189.0	symbols	TRUE	TRUE	symbols_mx_without_avatars	1	TRUE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	161.0	ugc	TRUE	TRUE	ugc_mx_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	50.0	dialect	NEUTRAL	TRUE	dialect_ne_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	60.0	ugc	FALSE	TRUE	ugc_es_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	NA	dialect	FALSE	TRUE	dialect_es_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	30.0	dialect	TRUE	TRUE	dialect_mx_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	9.0	ugc	TRUE	TRUE	ugc_mx_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	31.0	dialect	TRUE	TRUE	dialect_mx_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	451.0	dialect	NEUTRAL	TRUE	dialect_ne_without_avatars	1	TRUE	1	TRUE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	60.0	symbols	FALSE	TRUE	symbols_es_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	1253.0	dialect	FALSE	TRUE	dialect_es_without_avatars	1	TRUE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	10.0	symbols	TRUE	TRUE	symbols_mx_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	10.0	all	TRUE	TRUE	all_mx_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	48.0	dialect	TRUE	TRUE	dialect_mx_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	125.0	dialect	FALSE	TRUE	dialect_es_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	70.0	all	FALSE	TRUE	all_es_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	40.0	dialect	NEUTRAL	TRUE	dialect_ne_without_avatars	0	FALSE	1	TRUE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	254.0	symbols	TRUE	TRUE	symbols_mx_without_avatars	2	TRUE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	20.0	ugc	FALSE	TRUE	ugc_es_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	10.0	dialect	FALSE	TRUE	dialect_es_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	26.0	symbols	NEUTRAL	TRUE	symbols_ne_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	NA	dialect	FALSE	TRUE	dialect_es_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	20.0	symbols	TRUE	TRUE	symbols_mx_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	78.0	symbols	NEUTRAL	TRUE	symbols_ne_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	40.0	all	TRUE	TRUE	all_mx_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	68.0	ugc	TRUE	TRUE	ugc_mx_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	40.0	dialect	TRUE	TRUE	dialect_mx_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	27.0	ugc	FALSE	TRUE	ugc_es_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	371.0	symbols	TRUE	TRUE	symbols_mx_without_avatars	0	FALSE	1	TRUE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	20.0	symbols	NEUTRAL	TRUE	symbols_ne_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	126.0	ugc	FALSE	TRUE	ugc_es_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	10.0	dialect	TRUE	TRUE	dialect_mx_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	111.0	dialect	FALSE	TRUE	dialect_es_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	NA	ugc	TRUE	TRUE	ugc_mx_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	NA	dialect	TRUE	TRUE	dialect_mx_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	10.0	ugc	TRUE	TRUE	ugc_mx_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	NA	ugc	FALSE	TRUE	ugc_es_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	89.0	symbols	TRUE	TRUE	symbols_mx_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	10.0	dialect	FALSE	TRUE	dialect_es_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	20.0	all	TRUE	TRUE	all_mx_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	130.0	symbols	TRUE	TRUE	symbols_mx_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	10.0	all	TRUE	TRUE	all_mx_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	66.0	symbols	TRUE	TRUE	symbols_mx_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	299.0	ugc	FALSE	TRUE	ugc_es_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	123.0	dialect	NEUTRAL	TRUE	dialect_ne_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	422.0	dialect	TRUE	TRUE	dialect_mx_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	60.0	symbols	NEUTRAL	TRUE	symbols_ne_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	794.0	all	TRUE	TRUE	all_mx_without_avatars	1	TRUE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
ES	10.0	symbols	TRUE	TRUE	symbols_es_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	40.0	dialect	FALSE	TRUE	dialect_es_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	70.0	dialect	FALSE	TRUE	dialect_es_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	723.0	ugc	TRUE	TRUE	ugc_mx_without_avatars	2	TRUE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
ES	NA	ugc	TRUE	TRUE	ugc_es_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	208.0	dialect	TRUE	TRUE	dialect_mx_without_avatars	1	TRUE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	18.0	dialect	TRUE	TRUE	dialect_mx_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	128.0	all	TRUE	TRUE	all_mx_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	29.0	dialect	NEUTRAL	TRUE	dialect_ne_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	1072.0	ugc	TRUE	TRUE	ugc_mx_without_avatars	5	TRUE	4	TRUE	2	TRUE	1	TRUE	0	FALSE	FALSE	FALSE	FALSE
MX	10.0	symbols	TRUE	TRUE	symbols_mx_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	20.0	dialect	FALSE	TRUE	dialect_es_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	156.0	ugc	TRUE	TRUE	ugc_mx_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
ES	20.0	dialect	NEUTRAL	TRUE	dialect_ne_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
ES	NA	dialect	TRUE	TRUE	dialect_es_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
ES	10.0	dialect	NEUTRAL	TRUE	dialect_ne_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
ES	42.0	dialect	NEUTRAL	TRUE	dialect_ne_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	9.0	ugc	NEUTRAL	TRUE	ugc_ne_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
ES	10.0	dialect	FALSE	TRUE	dialect_mx_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
ES	50.0	symbols	FALSE	TRUE	symbols_mx_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
ES	11.0	symbols	TRUE	TRUE	symbols_es_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
ES	29.0	symbols	TRUE	TRUE	symbols_es_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
ES	70.0	symbols	NEUTRAL	TRUE	symbols_ne_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
ES	20.0	all	FALSE	TRUE	all_mx_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
ES	10.0	symbols	TRUE	TRUE	symbols_es_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	NA	dialect	FALSE	TRUE	dialect_es_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
ES	31.0	symbols	NEUTRAL	TRUE	symbols_ne_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	NA	symbols	FALSE	TRUE	symbols_es_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	NA	dialect	NEUTRAL	TRUE	dialect_ne_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	8.0	dialect	NEUTRAL	TRUE	dialect_ne_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
ES	NA	ugc	FALSE	TRUE	ugc_mx_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
ES	NA	dialect	FALSE	TRUE	dialect_mx_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	876.0	all	FALSE	TRUE	all_es_without_avatars	1	TRUE	0	FALSE	1	TRUE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
ES	10.0	dialect	TRUE	TRUE	dialect_es_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	571.0	dialect	TRUE	TRUE	dialect_mx_without_avatars	1	TRUE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
ES	537.0	symbols	TRUE	TRUE	symbols_es_without_avatars	3	TRUE	4	TRUE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
ES	113.0	symbols	NEUTRAL	TRUE	symbols_ne_without_avatars	0	FALSE	19	TRUE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	87.0	symbols	FALSE	TRUE	symbols_es_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	TRUE	FALSE	FALSE
MX	70.0	dialect	NEUTRAL	TRUE	dialect_ne_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
ES	NA	symbols	TRUE	TRUE	symbols_es_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
ES	1183.0	all	TRUE	TRUE	all_es_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	20.0	symbols	NEUTRAL	TRUE	symbols_ne_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	31.0	ugc	NEUTRAL	TRUE	ugc_ne_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	60.0	symbols	FALSE	TRUE	symbols_es_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
ES	9.0	dialect	NEUTRAL	TRUE	dialect_ne_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
ES	40.0	symbols	NEUTRAL	TRUE	symbols_ne_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	18.0	all	TRUE	TRUE	all_mx_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	279.0	dialect	FALSE	TRUE	dialect_es_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	449.0	symbols	FALSE	TRUE	symbols_es_without_avatars	1	TRUE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	74.0	all	FALSE	TRUE	all_es_without_avatars	1	TRUE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	20.0	all	FALSE	TRUE	all_es_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
ES	70.0	ugc	NEUTRAL	TRUE	ugc_ne_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	580.0	symbols	NEUTRAL	TRUE	symbols_ne_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
ES	NA	ugc	NEUTRAL	TRUE	ugc_ne_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
ES	40.0	dialect	FALSE	TRUE	dialect_mx_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	207.0	dialect	TRUE	TRUE	dialect_mx_without_avatars	1	TRUE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	TRUE	FALSE	FALSE
ES	20.0	ugc	TRUE	TRUE	ugc_es_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	10.0	dialect	NEUTRAL	TRUE	dialect_ne_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	30.0	dialect	TRUE	TRUE	dialect_mx_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	NA	symbols	TRUE	TRUE	symbols_mx_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
ES	NA	dialect	FALSE	TRUE	dialect_mx_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
ES	10.0	symbols	NEUTRAL	TRUE	symbols_ne_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	30.0	dialect	NEUTRAL	TRUE	dialect_ne_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	49.0	ugc	FALSE	TRUE	ugc_es_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	69.0	ugc	NEUTRAL	TRUE	ugc_ne_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
ES	60.0	dialect	FALSE	TRUE	dialect_mx_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	20.0	ugc	NEUTRAL	TRUE	ugc_ne_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	21.0	dialect	TRUE	TRUE	dialect_mx_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	167.0	all	FALSE	TRUE	all_es_without_avatars	0	FALSE	1	TRUE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	48.0	all	TRUE	TRUE	all_mx_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	70.0	dialect	NEUTRAL	TRUE	dialect_ne_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
ES	NA	dialect	FALSE	TRUE	dialect_mx_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	30.0	ugc	NEUTRAL	TRUE	ugc_ne_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	40.0	symbols	TRUE	TRUE	symbols_mx_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
ES	NA	symbols	FALSE	TRUE	symbols_mx_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	38.0	dialect	TRUE	TRUE	dialect_mx_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
ES	54.0	all	FALSE	TRUE	all_mx_without_avatars	0	FALSE	1	TRUE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	NA	dialect	FALSE	TRUE	dialect_es_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	20.0	symbols	TRUE	TRUE	symbols_mx_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	NA	ugc	TRUE	TRUE	ugc_mx_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
